,sentence,word_count,Sentiment_score,Sentiment_SIA
896,owned echo over a year lack easy increase decrease volume telling increase decrease volume hard wife english second language born korea sound echo superb,24,0.836,Positive
897,love kitchen work,3,0.6369,Positive
898,nice impressed,2,0.7096,Positive
899,love product nice easy access info,6,0.872,Positive
900,great sound bass doesnt work time hot recognizes thing,9,0.6249,Positive
901,discovering echo,2,0.0,Neutral
902,amazing pa roduct,3,0.5859,Positive
903,good hearing range sound quality bit complicated set doesnt understand lot speaking slowly clearly love flash briefing feature interfacing abode security system,22,0.9042,Positive
904,speaker sound good,3,0.4404,Positive
905,absolutely love,2,0.6697,Positive
906,best product control thermostat light house isnt dislike,8,0.7494,Positive
907,thoroughly enjoying amazon echo installation easy alexa app purchased kasa smart plug control living room light installation easy kasa app sin que d echo enjoying playing music echo sound quality awesome kasa smart bulb kitchen setup seamless forward adding automation,40,0.9677,Positive
908,entertainment,1,0.4215,Positive
909,cool product easy setup fun sound quality better anticipated,9,0.886,Positive
910,love great sound easy connect,5,0.9042,Positive
911,doesnt work fairly smart tv tv manufacturers lg fault supporting older tv year smart lock additional piece equipment order connect speaker sound great work,24,0.1984,Positive
912,great sound little speaker,4,0.6249,Positive
913,enjoy,1,0.4939,Positive
914,,0,0.0,Neutral
915,cool,1,0.3182,Positive
916,good quality great sound quality,5,0.7906,Positive
917,work perfectly,2,0.6369,Positive
918,great product alexa understand command fire tv fabulous speaker,9,0.7269,Positive
919,love echo great sound smart,5,0.9001,Positive
920,love,1,0.6369,Positive
921,play great,2,0.7579,Positive
922,work absolutely great,3,0.659,Positive
923,amazing product great sound quality,5,0.836,Positive
924,best thing ive invested,4,0.6369,Positive
925,extremely impressed item bought warehouse outlet minor imperfection cant work great didnt packaging sealed damage missing sound quality knock bose great family easy minor learning curve learns voice integrates seamlessly amazon services cant wait classroom lot fun speaker plan,39,0.6289,Positive
926,love echo bedroom wonderful music info sleeping sound,8,0.836,Positive
927,awesome life changer seriously start morning alexa wake me alarm playing music voice room listen love echo dont hesitate price speaker unbelievable buying cordless holder echo love purchase love alexa,30,0.9585,Positive
928,super impressed alexa prime lapsed play isnt smart differentiate spot if y account cant randomly speaks talking today unplugged her not ill alexa,23,0.8582,Positive
929,,0,0.0,Neutral
930,,0,0.0,Neutral
931,issue buying electronics long good read comment,7,0.4404,Positive
932,family love echo,3,0.6369,Positive
933,bought wife love,3,0.6369,Positive
934,fun today pod car house,5,0.5106,Positive
935,,0,0.0,Neutral
936,third echo worth penny household employee small flat rate bedroom living room drop in intercom listen music answer quick question alarm wake school,23,-0.3818,Negative
937,listen music set timer,4,0.0,Neutral
938,received echo perfect condition device easy set responds issue alexa great addition family,13,0.8934,Positive
939,good sound music scheduling random thought recorded joke cute,9,0.7964,Positive
940,purchased learn pleased amazed action perform enjoying forward learning option,10,0.8591,Positive
941,echo great smaller,3,0.6249,Positive
942,funny buy fun wind totally loving,6,0.8858,Positive
943,bought replace dot living room speaker better hears better tv doesnt understand respond request dot frequently request time dot exactly request dont consider upgrade,24,0.7003,Positive
944,good experience second generation echo thing learn time enjoying music weather update alarm feature personality purchased mini smart socket excited,20,0.8402,Positive
945,trouble connecting tv exactly tech smart grandson figure ive music,10,0.0,Neutral
946,simply love echo watch tv busy listening music speaker pretty goo size fun skill echo fun family,17,0.9325,Positive
947,enjoyed entire echo experience,4,0.5106,Positive
948,easy set,2,0.4404,Positive
949,echo amazing device time intuitive time clear simple result installation fairly straightforward messed time simply thought step complete lose ground figured advice patient app move step my biggest issue moment echo device intercom told cant echo aware existence alexa answer instruction change fault designer anticipate easier find needed instruction small deal device savvy people challenge,55,0.4019,Positive
950,loving,1,0.5994,Positive
951,original alexa tap generation best happy making improvement one it great update little a i help lot bug happy play music house adjust bass treble,25,0.9772,Positive
952,pleased echo generation nice alexa music weather news lot havent discovered,11,0.6908,Positive
953,pleasantly surprised sound quality echo big fan deep bass sufficient potential control option explore evolve smart voice recognition impressive stylish fun regret purchase great technically change people play song movie responds instantly elderly loved great gift connected wifi simple unlimited music control amazon prime premium spot if y blown personal dj conversation echo embarrassed echo laugh couple time joke tell package amazon prime addict extremely handy,66,0.9881,Positive
954,easy setup love thing,4,0.7964,Positive
955,alexa house the future arrived,5,0.0,Neutral
956,alexa amazon find today resist echo best thing side house happier,11,0.8519,Positive
957,arrived expected,2,0.0,Neutral
958,bought week ago product excellent dont forget buy charger ordering pool worry hiring electrician outlet yard,16,0.354,Positive
959,terrific,1,0.4767,Positive
960,love echo,2,0.6369,Positive
961,smaller original nicer,3,0.6369,Positive
962,work great,2,0.6249,Positive
963,husband call late adopter technology decide echo serve music source wow amazed great sound great time listening favorite song buy alexa buy elderly dad enjoy listen music place call,29,0.9698,Positive
964,enjoyed changing directv channel play i heart radio pandora adjusts ac thermostat turn living room light light,17,0.6908,Positive
965,wanting bought prime day absolutely love,6,0.6697,Positive
966,glad echo bluetooth speaker alexa stuff smart speaker personally love timer feature helped cooking multiple thing simultaneously pandora integration feature daily happy prime day purchase echo hub echo dot future,30,0.9274,Positive
967,subject love,2,0.6369,Positive
968,love,1,0.6369,Positive
969,easy setup,2,0.4404,Positive
970,hesitant buy echo echo dot good echo sound quality didnt feel needed glad difference sound superior echo dot listen greatest showman little power,23,0.7975,Positive
971,sound quality great learning thing fun,6,0.8126,Positive
972,good deal work great prime setup bit pain fault crappy internet service worked great nice sound small speaker,18,0.6486,Positive
973,love,1,0.6369,Positive
974,work great perfect office,4,0.8316,Positive
975,love inside house pool good bose speaker house,8,0.7964,Positive
976,easy use amazing,3,0.7717,Positive
977,nice product,2,0.4215,Positive
978,love echo totally amazed speaker quality bummed didnt buy prime day,11,0.8268,Positive
979,responsive great sound quality size,5,0.765,Positive
980,efficient amazing cool day,4,0.836,Positive
981,impressed quality sound echo definitely comparable bose mini star cant apple music account,13,0.7003,Positive
982,technology small device price good sound amazing feature,8,0.7717,Positive
983,music learning time bad,4,-0.5423,Negative
984,replaced st gen concerned smaller unit sound i wrong volume clear good product,13,0.34,Positive
985,great addition echo,3,0.6249,Positive
986,best,1,0.6369,Positive
987,love feature play music room multiple echo,7,0.765,Positive
988,love alexa surprised,3,0.7269,Positive
989,product enjoyment love,3,0.8316,Positive
990,easy great sound it great purchase great price,8,0.9451,Positive
991,easy set issue,3,0.4404,Positive
992,unit add pleasure echo music room,6,0.5719,Positive
993,extremely simple thing spot if y audible thing doesnt answer nice,11,-0.3252,Negative
994,difficult set timing enter password,5,-0.3612,Negative
995,echo shopping list listening music timer working great,8,0.6249,Positive
996,cool lot fun week learning capability,6,0.6808,Positive
997,love love,2,0.8555,Positive
998,love hard time setting apps,5,0.5859,Positive
999,office apartment music,3,0.0,Neutral
1000,great music little hard figure work,6,0.6115,Positive
1001,year time birthday gift dad love alexa answer good homework purchased prime day bathroom ready work listen music base metro booming replacement clock radio echo dot night stand alarm clock,30,0.8779,Positive
1002,impressed clarity sound color,4,0.7003,Positive
1003,alexa amazing great speaker,4,0.836,Positive
1004,alexa dont connected tv thing music great,7,0.6249,Positive
1005,work sound great house barely sf sitting kitchen counter hear speak room lot functionality discover,15,0.6249,Positive
1006,pure fun echo weather joke news briefing music lot fun money,11,0.8316,Positive
1007,time communicate kid,3,0.0,Neutral
1008,love learning lot thing easier forget turn light room alexa turn light,12,0.7269,Positive
1009,bought daughter turned love calling feature doesnt cell phone love playing music dancing amazon music play favorite song lol,19,0.959,Positive
1010,wedding gift havent discovered feature update playing music great,9,0.8316,Positive
1011,impressed sound quality,3,0.4767,Positive
1012,pleased purchase echo smart speaker love fact play music genre want had trouble wi fi working,16,0.8689,Positive
1013,wife enjoy ease playing music game fun entertaining forward adding smart product,12,0.9371,Positive
1014,second echo love help kitchen set timer listen news prepare grocery list great music,14,0.9001,Positive
1015,sound quality good alexa answer question,6,0.4404,Positive
1016,second echo dot speaker weak purchased listening music speaker great,10,0.296,Positive
1017,great sound,2,0.6249,Positive
1018,great,1,0.6249,Positive
1019,speaker stream music month kinda useless,6,-0.3626,Negative
1020,set user friendly setup user friendly hoped alexa app download pc installing invasive driver wife retired install alexa son supplying smart phone alexa,23,0.8934,Positive
1021,easy set enjoying,3,0.743,Positive
1022,echo doesnt built battery plugged time inconvenient,7,-0.34,Negative
1023,compact bit better original,4,0.6369,Positive
1024,love pretty cool,3,0.8658,Positive
1025,living room music sound good living room hear upstairs,9,0.4404,Positive
1026,great product set easy sound wonderful,6,0.8934,Positive
1027,bought music sound pretty good,5,0.7269,Positive
1028,love,1,0.6369,Positive
1029,love,1,0.6369,Positive
1030,glad bought,2,0.4588,Positive
1031,type fun music,3,0.5106,Positive
1032,volume top turn,3,0.2023,Positive
1033,capability program grandkids lve,4,0.0,Neutral
1034,love echo hour music help things it difficult set help tekk ie,12,0.7964,Positive
1035,good bose love house music,5,0.7964,Positive
1036,alexa,1,0.0,Neutral
1037,easy setup app easy install phone sound quality listening music pandora wonderful,12,0.8591,Positive
1038,learning echo love,3,0.6369,Positive
1039,work awesome,2,0.6249,Positive
1040,work great,2,0.6249,Positive
1041,small speaker sound great,4,0.6249,Positive
1042,great sound size prize course alexa,6,0.8126,Positive
1043,dont echo definitely,3,-0.3089,Negative
1044,great device work better st generation,6,0.7906,Positive
1045,,0,0.0,Neutral
1046,great prime day buy,4,0.6249,Positive
1047,love alexa,2,0.6369,Positive
1048,alexa easy operate set day love,6,0.7964,Positive
1049,great speaker lot capability fun learn,6,0.8126,Positive
1050,product phone weather watch video,5,0.0,Neutral
1051,dont thought synced kasa cam check baby crib lot lyric music cool clock standard do tish feature,17,0.3182,Positive
1052,amazing day,2,0.5859,Positive
1053,smaller understood command easily first gen original echo,8,0.5719,Positive
1054,worthy successor echo dot bed room alarm clock price stand,10,0.34,Positive
1055,love device functionality amazon echo benefit video screen great nightstand clock lot face choose display weather reminder video call face time great shape doesnt lot room planning guest room awesome great price,32,0.9783,Positive
1056,love echo spot bedside alarm clock size device the echo concerned large echo my bedroom answered alexa device was concerned device answering time discovered that choice avoid confusion i named echo choose male voice loved link to my security camera doorbell feature dont forget buy the stand base advantage read review highly recommend,53,0.8795,Positive
1057,love little spot thought sound great little thing my music play nice loud clear video terrific i watching prime heck impressed convinced mom buy sister birthday only thing stars i cordless love kitchen find place plug pain connect bluetooth speaker playing amazon prime music reason drag hear dining room dinner course cordless bring me otherwise absolutely love buy,58,0.9844,Positive
1058,bought prime day glad easy lot customization option review screen small hard read disagree,14,0.4404,Positive
1059,honestly time dont bought smaller exact thing half bought video chat,11,0.4588,Positive
1060,great lyric time freeze doesnt respond properly no error message lack connectivity it stop resetting resolve problem,17,-0.0289,Neutral
1061,love echo spot,3,0.6369,Positive
1062,thing echo spot voice command feature answer play music adjust echo easy,12,0.6486,Positive
1063,love perfect alarm clock replacement,5,0.7579,Positive
1064,love echo spot great checking weather thing work great alarm clock bedroom,12,0.9001,Positive
1065,absolutely love product bought dot,5,0.6697,Positive
1066,weather hear music played speaker clear enjoying creepy day husband played song stereo day asked echo play music artist song echo played exact song artist husband played stereo day little disconcerting,31,0.9432,Positive
1067,echo spot bought alarm clock negative didnt wake morning groggy hard alexa turn alarm hard remember command snooze minute case clock button work better,24,-0.7506,Negative
1068,second echo spot echo dot love alexia responds,8,0.6369,Positive
1069,love echo spot,3,0.6369,Positive
1070,slow compared echo,3,0.0,Neutral
1071,love designed choice face bed side drop echo house frequently yelling,11,0.4767,Positive
1072,terrific sound small device nice form factor nightstand convenience time temperature alexa video nice device square rectangular screen,18,0.8271,Positive
1073,alexa spot lot,3,0.0,Neutral
1074,perfect little gizmo bought purpose set wake up alarm individual day set wake up music individually day second wanted control bedroom light voice shut falling asleep bed turn switch echo spot smart plug has accomplish bonus alexa play music amazon prime playlists whats great alexa hard time understanding instruction repeating altering thing pretty frustrating hopefully a i better future function,60,0.9698,Positive
1075,love easy,2,0.7964,Positive
1076,night stand clock alarm work great morning weather news reminds appointment wife,12,0.4019,Positive
1077,love,1,0.6369,Positive
1078,fault thought wireless price feel sound quality volume better prefer tap call option today phone computer i pads worth,19,0.2732,Positive
1079,easy quicker cell phone,4,0.4404,Positive
1080,love echo spot,3,0.6369,Positive
1081,love clock set alarm fussing button,6,0.4215,Positive
1082,pleased amazon hit park great run great love,8,0.9517,Positive
1083,responds easily ability night,4,0.5719,Positive
1084,easy setup love,3,0.7964,Positive
1085,simply amazing awsome device cease amaze wake big bang music sleep softly falling rain drop kid touch scratched surface devise,20,0.6808,Positive
1086,skeptical grows good turn camera,5,0.1531,Positive
1087,sound quality disappointing,3,-0.4939,Negative
1088,love love small rid cd alarm clock radio room nightstand,10,0.7906,Positive
1089,great sound video great stuff alexa offer turn light,9,0.8481,Positive
1090,ease product,2,0.3612,Positive
1091,pretty happy spot glorified alarm clock radio cost effective eh read review scrolling issue good,15,0.93,Positive
1092,entering smart technology havent figured pretty cool,7,-0.224,Negative
1093,smaller anticipated work quality sound easily programmed easy work alexa good voice program,13,0.802,Positive
1094,,0,0.0,Neutral
1095,love echo spot,3,0.6369,Positive
1096,great deal great product,4,0.8481,Positive
1097,perfect,1,0.5719,Positive
1098,couple echo dot bought ring doorbell video cloud cam display interface capability disappointed love fact front yard yard front door etc the video chat room cool bonus alexa ant man trailer etc i laptop desktop cool appliance doesnt interrupt,39,0.8817,Positive
1099,bought bedroom living room love spot perfect bedside impressive design lyric photo paired smart plug bedroom lamp alexa turn light love,21,0.959,Positive
